entry_type,path,methods,formal_guard,legacy_authorization,versioned_reexport,dynamic_object,write_method,database_touch,external_touch,demo_or_fixture,capability_off,classification,compatibility_test_count,compatibility_tests
api_route,src/app/api/institution/entitlement-usage/route.ts,GET,true,false,false,false,false,false,false,false,true,formal_guarded,4,src/app/api/institution/entitlement-usage/route.test.ts|src/modules/institution/tests/InstitutionEntitlementUsageApiRoute.test.ts|src/modules/institution/tests/InstitutionKnowledgeReadonlyShell.test.tsx|src/modules/institution/tests/WeComCustomerMappingCandidatesReadonlyPanel.test.tsx
api_route,src/app/api/institution/follow-up-path-analysis/route.ts,GET,false,false,false,false,false,false,false,false,false,legacy_or_retired,4,src/modules/institution/tests/FollowUpPathAnalysisApiRoutes.test.ts|src/modules/knowledge-base/tests/V1KnowledgeBaseMvpE2EAcceptance.test.ts|src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx|src/modules/workspace/tests/WorkspaceEntryPages.test.tsx
api_route,src/app/api/institution/followup-message-drafts/[draftId]/approve/route.ts,POST,false,false,false,true,true,false,false,false,true,capability_off_unwired,1,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts
api_route,src/app/api/institution/followup-message-drafts/[draftId]/mark-sent/route.ts,POST,false,false,false,true,true,false,false,false,true,capability_off_unwired,1,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts
api_route,src/app/api/institution/followup-message-drafts/[draftId]/reject/route.ts,POST,false,false,false,true,true,false,false,false,true,capability_off_unwired,1,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts
api_route,src/app/api/institution/followup-message-drafts/[draftId]/route.ts,PATCH,false,false,false,true,true,false,false,false,true,capability_off_unwired,3,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts|src/modules/institution/tests/WeComControlledReachOutApiRoute.test.ts|src/modules/institution/tests/WeComCustomerBroadcastTaskApiRoute.test.ts
api_route,src/app/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout/route.ts,GET|POST,false,false,false,true,true,false,false,false,true,capability_off_unwired,1,src/modules/institution/tests/WeComControlledReachOutApiRoute.test.ts
api_route,src/app/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task/route.ts,GET|POST,false,false,false,true,true,false,false,false,true,capability_off_unwired,1,src/modules/institution/tests/WeComCustomerBroadcastTaskApiRoute.test.ts
api_route,src/app/api/institution/followup-message-drafts/route.ts,GET|POST,false,false,false,false,true,false,false,false,true,capability_off_unwired,6,src/modules/institution/tests/CareMutationAccessibility.test.tsx|src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts|src/modules/institution/tests/InstitutionBusinessShells.test.tsx|src/modules/institution/tests/TenantBusinessClient.test.ts|src/modules/institution/tests/WeComControlledReachOutApiRoute.test.ts|src/modules/institution/tests/WeComCustomerBroadcastTaskApiRoute.test.ts
api_route,src/app/api/institution/followup-message-templates/route.ts,GET,true,false,false,false,false,false,false,false,true,formal_guarded,2,src/app/api/institution/followup-message-templates/route.test.ts|src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts
api_route,src/app/api/institution/followup-operations/dashboard/route.ts,GET,true,false,false,false,false,false,false,true,true,formal_guarded,4,src/app/api/institution/followup-operations/dashboard/route.test.ts|src/modules/institution/tests/CareMutationAccessibility.test.tsx|src/modules/institution/tests/FollowUpOperationsDashboardApiRoutes.test.ts|src/modules/institution/tests/InstitutionBusinessShells.test.tsx
api_route,src/app/api/institution/followup-paths/enrollments/[enrollmentId]/cancel/route.ts,POST,false,false,false,true,true,false,false,false,true,capability_off_unwired,1,src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts
