file_path,role,owner,loc,type_only_file,import_count,runtime_import_count,internal_outbound_count,institution_outbound_count,cross_module_outbound_count,inbound_consumer_count,test_consumer_count,cross_module_inbound_count,reverse_dependency_count,cycle_member,cycle_id,runtime_boundary_tokens,stable_entry_suggestion,phase23_eligible,phase23_block_reason
src/modules/institution/domain/wecom-controlled-reachout.ts,domain,wecom,336,no,7,1,7,6,1,5,1,0,2,no,,external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token；reverse_dependency；cross_module_outbound
src/modules/institution/domain/wecom-customer-broadcast-task-outcome.ts,domain,wecom,283,no,0,0,0,0,0,4,2,0,0,no,,,src/modules/institution/domain/wecom/index.ts,yes,
src/modules/institution/domain/wecom-customer-broadcast-task-provider.ts,domain,wecom,88,no,0,0,0,0,0,6,2,0,0,no,,,src/modules/institution/domain/wecom/index.ts,yes,
src/modules/institution/domain/wecom-customer-contact-precheck.ts,domain,wecom,71,no,0,0,0,0,0,4,2,0,0,no,,external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token
src/modules/institution/domain/wecom-customer-contact-readonly-proof-mock.ts,domain,wecom,159,no,1,0,1,1,0,1,1,0,0,no,,external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token
src/modules/institution/domain/wecom-customer-contact-readonly-proof.ts,domain,wecom,325,no,0,0,0,0,0,2,1,0,0,no,,environment；external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token
src/modules/institution/domain/wecom-customer-contact.ts,domain,wecom,425,no,2,1,2,2,0,11,5,0,0,no,,,src/modules/institution/domain/wecom/index.ts,yes,
src/modules/institution/domain/wecom-customer-mapping-review-actions.ts,domain,wecom,1114,no,2,2,0,0,0,8,3,1,0,no,,external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token
src/modules/institution/domain/wecom-customer-mapping-review.ts,domain,wecom,5111,no,2,2,0,0,0,4,2,0,0,no,,external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token
src/modules/institution/domain/wecom-customer-mapping.ts,domain,wecom,112,no,0,0,0,0,0,5,1,0,0,no,,,src/modules/institution/domain/wecom/index.ts,yes,
src/modules/institution/domain/wecom-external-contact-readonly.ts,domain,wecom,647,no,0,0,0,0,0,6,2,2,0,no,,,src/modules/institution/domain/wecom/index.ts,yes,
src/modules/institution/domain/wecom-official-dry-run-config.ts,domain,wecom,413,no,3,0,3,1,2,5,1,0,0,yes,cycle-002,environment；network；external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token；cycle_member；cross_module_outbound
src/modules/institution/domain/wecom-official-dry-run.ts,domain,wecom,426,no,4,1,4,2,2,2,1,0,0,yes,cycle-002,environment；external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token；cycle_member；cross_module_outbound
src/modules/institution/domain/wecom-official-internal-message-proof.ts,domain,wecom,313,no,0,0,0,0,0,2,1,0,0,no,,environment；external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token
src/modules/institution/domain/wecom-official-secret-precheck.ts,domain,wecom,244,no,0,0,0,0,0,2,1,0,0,no,,environment；external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token
src/modules/institution/domain/wecom-reachout-mock.ts,domain,wecom,418,no,6,1,6,6,0,8,2,0,0,yes,cycle-001,,src/modules/institution/domain/wecom/index.ts,no,cycle_member
src/modules/institution/domain/wecom-real-send-proof.ts,domain,wecom,371,no,2,1,1,0,1,5,2,0,0,no,,external_channel,src/modules/institution/domain/wecom/index.ts,no,runtime_boundary_token；cross_module_outbound
src/modules/institution/server/ai-credit-metering-rules-repository.ts,server_repository,ai,156,no,4,2,3,1,2,3,2,0,0,no,,database,src/modules/institution/ai/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/customer-import.ts,server_service,customer,144,no,3,2,2,2,0,2,2,0,0,no,,,src/modules/institution/customer/index.ts,no,not_domain_or_contract
src/modules/institution/server/entitlement-usage-service.ts,server_service,entitlement,118,no,3,2,3,2,1,1,0,1,0,no,,database,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/follow-up-task-query-parser.ts,server_service,followup,83,no,0,0,0,0,0,1,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
src/modules/institution/server/followup-customer-timeline-service.ts,server_service,followup,464,no,10,4,10,8,2,3,1,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/followup-message-draft-api.ts,server_service,followup,110,no,3,2,2,0,2,0,0,0,0,no,,next_runtime,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/followup-message-draft-service.ts,server_service,followup,505,no,8,5,8,4,4,1,1,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/followup-operations-dashboard-service.ts,server_service,followup,176,no,4,2,4,2,2,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/followup-path-analysis-service.ts,server_service,followup,77,no,5,2,5,4,1,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/followup-path-enrollment-service.ts,server_service,followup,336,no,9,4,9,7,2,1,1,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/his-connection-credential-compensation-job-queue-repository.ts,server_repository,his,848,no,5,4,3,1,2,3,2,0,0,no,,database；environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/his-connection-credential-compensation-operation-repository.ts,server_repository,his,630,no,5,4,3,1,2,3,2,0,0,no,,database；environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/his-connection-credential-compensation-retry-policy.ts,server_service,his,236,no,0,0,0,0,0,2,1,0,0,no,,,src/modules/institution/his/index.ts,no,not_domain_or_contract
src/modules/institution/server/his-connection-credential-compensation-worker.ts,server_service,his,924,no,4,2,3,3,0,1,1,0,0,no,,,src/modules/institution/his/index.ts,no,not_domain_or_contract
src/modules/institution/server/his-connection-credential-dto.ts,server_service,his,42,no,0,0,0,0,0,2,1,0,0,no,,,src/modules/institution/his/index.ts,no,not_domain_or_contract
src/modules/institution/server/his-connection-credential-input.ts,server_service,his,267,no,0,0,0,0,0,2,1,0,0,no,,environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/his-connection-credential-provider-failure.ts,server_service,his,329,no,1,1,0,0,0,6,2,1,0,no,,environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/his-connection-credential-service.ts,server_service,his,426,no,9,4,9,5,4,1,1,0,0,no,,database,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/his-connection-credential-storage.ts,server_service,his,305,no,1,1,0,0,0,3,2,0,0,no,,environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/his-connection-repository.ts,server_repository,his,982,no,4,3,2,0,2,10,5,0,0,no,,database；environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/his-connection-status-service.ts,server_service,his,242,no,5,3,5,1,4,1,1,0,0,no,,database,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/his-connection-test-connection-fake-provider.ts,server_service,his,199,no,1,0,1,1,0,2,1,0,0,no,,,src/modules/institution/his/index.ts,no,not_domain_or_contract
src/modules/institution/server/his-connection-test-connection-service.ts,server_service,his,344,no,6,4,6,2,4,1,1,0,0,no,,database,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/his-connection-write-input.ts,server_service,his,210,no,0,0,0,0,0,3,2,0,0,no,,environment,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/his-connection-write-service.ts,server_service,his,325,no,6,3,6,2,4,1,1,0,0,no,,database,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/institution-ai-call-service.ts,server_service,ai,1013,no,8,7,7,4,3,6,3,1,0,no,,environment；network,src/modules/institution/ai/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/institution-ai-call-usage-repository.ts,server_repository,entitlement,231,no,7,3,6,2,4,2,1,1,0,no,,database,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/institution-ai-service-usage.ts,server_service,entitlement,465,no,6,4,5,3,2,1,1,0,0,no,,database,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/institution-capability-status-evaluator.ts,server_service,shared,187,no,3,3,3,1,2,3,2,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/institution-capability-status-reader.ts,server_service,shared,416,no,5,4,5,2,3,2,2,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/institution-knowledge-file-management-service.ts,server_service,knowledge,105,no,1,1,1,0,1,1,1,1,0,no,,,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/institution-knowledge-file-parsing-service.ts,server_service,knowledge,124,no,2,1,2,0,2,1,1,1,0,no,,,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/institution-knowledge-keyword-search-service.ts,server_service,knowledge,13,no,1,1,1,0,1,3,1,0,0,no,,,src/modules/institution/knowledge/index.ts,no,cross_module_outbound；not_domain_or_contract
src/modules/institution/server/institution-knowledge-management-service.ts,server_service,knowledge,314,no,3,0,3,2,1,2,2,0,0,no,,,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/institution-knowledge-qa-service.ts,server_service,knowledge,7,no,1,1,1,0,1,0,0,0,0,no,,,src/modules/institution/knowledge/index.ts,no,cross_module_outbound；not_domain_or_contract
src/modules/institution/server/institution-knowledge-rag-answer-service.ts,server_service,knowledge,522,no,5,2,4,2,2,1,1,0,0,no,,,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/institution-knowledge-upload-service.ts,server_service,knowledge,426,no,8,6,7,2,5,1,1,0,0,no,,database；browser_runtime,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/institution-knowledge-vector-search-service.ts,server_service,knowledge,21,no,1,1,1,0,1,0,0,0,0,no,,,src/modules/institution/knowledge/index.ts,no,cross_module_outbound；not_domain_or_contract
src/modules/institution/server/institution-knowledge-write-repository.ts,server_repository,knowledge,299,no,5,3,3,0,3,2,1,0,0,no,,database；browser_runtime,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/institution-rag-answer-provider.ts,server_service,ai,254,no,1,1,1,0,1,3,2,0,0,no,,,src/modules/institution/ai/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/institution-server-runtime.ts,server_service,shared,428,no,12,12,10,0,10,5,2,4,0,no,,database,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/knowledge-quota-usage-service.ts,server_service,knowledge,109,no,4,2,3,1,2,3,0,2,0,no,,database,src/modules/institution/knowledge/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/opportunity-pool-service.ts,server_service,opportunity,67,no,2,1,2,2,0,0,0,0,0,no,,,src/modules/institution/opportunity/index.ts,no,not_domain_or_contract
src/modules/institution/server/package-ai-quota-readonly-source.ts,server_service,entitlement,287,no,1,1,1,1,0,2,1,0,0,no,,,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract
src/modules/institution/server/standard-treatment-event-mapper.ts,server_service,treatment,632,no,2,1,2,2,0,1,1,0,0,no,,environment,src/modules/institution/treatment/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/strict-input-snapshot.ts,server_service,shared,182,no,1,1,0,0,0,4,2,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract
src/modules/institution/server/tenant-business-api.ts,server_service,shared,275,no,5,3,4,1,3,1,1,0,0,no,,next_runtime,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/tenant-business-audit-transaction.ts,server_service,audit,28,no,3,2,3,1,2,0,0,0,0,no,,database,src/modules/institution/audit/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/tenant-business-repository.ts,server_repository,shared,2284,no,16,7,15,13,2,17,3,0,0,no,,database,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound；too_many_consumers
src/modules/institution/server/tenant-business-write-input.ts,server_service,shared,600,no,3,0,3,3,0,1,1,0,0,no,,,src/modules/institution/shared/index.ts,no,not_domain_or_contract
src/modules/institution/server/tenant-quota-enforcement.ts,server_service,entitlement,470,no,5,3,4,1,3,7,2,4,0,no,,database,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/treatment-followup-confirmation.ts,server_service,followup,159,no,8,3,8,8,0,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
src/modules/institution/server/treatment-followup-suggestions.ts,server_service,followup,98,no,4,1,4,4,0,2,1,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
src/modules/institution/server/treatment-summary-query-parser.ts,server_service,treatment,244,no,2,0,2,2,0,3,2,0,0,no,,environment,src/modules/institution/treatment/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/treatment-summary-repository.ts,server_repository,treatment,540,no,5,4,4,2,2,4,1,0,0,no,,database,src/modules/institution/treatment/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/treatment-summary-write-input.ts,server_service,treatment,505,no,3,1,3,3,0,1,1,0,0,no,,environment,src/modules/institution/treatment/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/trial-provisioning-service.ts,server_service,shared,426,no,5,2,4,2,2,0,0,0,0,no,,database,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/trusted-reachout-safety-repository.ts,server_repository,shared,341,no,6,2,5,3,2,9,3,0,0,no,,database；external_channel,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/trusted-reachout-safety-service.ts,server_service,shared,224,no,6,2,6,3,3,2,1,0,0,no,,browser_runtime,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/trusted-reachout-safety-transaction.ts,server_service,shared,33,no,4,3,4,2,2,1,1,0,0,no,,database,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-controlled-reachout-service.ts,server_service,wecom,405,no,9,2,9,7,2,1,1,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/wecom-controlled-reachout-transaction.ts,server_service,wecom,39,no,5,4,5,3,2,0,0,0,0,no,,database,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-customer-broadcast-task-mock-provider.ts,server_service,wecom,101,no,2,1,2,2,0,2,2,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract
src/modules/institution/server/wecom-customer-broadcast-task-outcome-repository.ts,server_repository,wecom,290,no,4,2,3,1,2,4,2,0,0,no,,database,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-customer-broadcast-task-outcome-service.ts,server_service,wecom,281,no,2,1,2,2,0,2,1,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract
src/modules/institution/server/wecom-customer-broadcast-task-provider-contract.ts,contract_types,wecom,61,yes,1,0,1,1,0,3,1,0,1,no,,,src/modules/institution/contracts/wecom/index.ts,no,reverse_dependency
src/modules/institution/server/wecom-customer-broadcast-task-provider-runtime.ts,server_service,wecom,114,no,1,0,1,1,0,3,2,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract
src/modules/institution/server/wecom-customer-broadcast-task-recipient-resolver.ts,server_service,wecom,224,no,3,2,2,0,2,1,1,0,0,no,,database,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-customer-contact-precheck-runtime.ts,server_service,wecom,29,no,1,0,1,1,0,1,1,0,0,no,,environment；external_channel,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/wecom-customer-contact-readonly-proof-runtime.ts,server_service,wecom,277,no,1,0,1,1,0,1,1,0,0,no,,environment；network；external_channel,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/wecom-customer-mapping-candidates-reader.ts,server_service,wecom,380,no,3,2,3,3,0,2,0,1,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract
src/modules/institution/server/wecom-customer-mapping-repository.ts,server_repository,wecom,163,no,4,2,3,1,2,7,2,0,0,no,,database,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-customer-mapping-review-action-default-runtime.ts,server_service,wecom,48,no,2,2,2,2,0,0,0,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract
src/modules/institution/server/wecom-customer-mapping-review-action-mock-runtime.ts,server_service,wecom,762,no,3,2,2,1,1,6,2,2,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/wecom-customer-mapping-service.ts,server_service,wecom,245,no,8,2,8,4,4,1,1,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/wecom-customer-mapping-transaction.ts,server_service,wecom,33,no,4,3,4,2,2,0,0,0,0,no,,database,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-dry-run-snapshot-service.ts,server_service,wecom,132,no,5,2,5,2,3,1,1,0,0,no,,external_channel,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-official-internal-message-proof-runtime.ts,server_service,wecom,121,no,1,1,1,1,0,0,0,0,0,no,,environment；network；external_channel,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/wecom-official-secret-precheck-runtime.ts,server_service,wecom,63,no,1,0,1,1,0,0,0,0,0,no,,environment；network；external_channel,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/server/wecom-real-send-execution-shell-service.ts,server_service,wecom,442,no,9,5,9,8,1,1,1,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/server/wecom-real-send-proof-repository.ts,server_repository,wecom,523,no,7,4,6,3,3,5,3,0,0,no,,database；external_channel,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/server/wecom-real-send-proof-service.ts,server_service,wecom,565,no,4,3,4,2,2,3,2,0,0,no,,,src/modules/institution/wecom/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/AiConversationWorkbench.test.tsx,test,conversation,763,no,5,5,3,3,0,0,0,0,0,no,,environment；external_channel,src/modules/institution/conversation/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/AiCreditMeteringRulesRepository.test.ts,test,shared,285,no,5,4,3,1,2,0,0,0,0,no,,database；network,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/AiCreditsMetering.test.ts,test,shared,304,no,3,3,2,2,0,0,0,0,0,no,,network,src/modules/institution/shared/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/CareMutationAccessibility.test.tsx,test,shared,308,no,7,7,5,5,0,0,0,0,0,no,,browser_runtime,src/modules/institution/shared/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/CustomerCenterShellAccessibility.test.tsx,test,customer,184,no,3,3,1,1,0,0,0,0,0,no,,environment,src/modules/institution/customer/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/CustomerFollowUpFeedbackApiRoute.test.ts,test,followup,164,no,4,4,1,0,1,0,0,0,0,no,,database；network,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/CustomerFollowUpOverviewApiRoute.test.ts,test,followup,142,no,3,3,2,1,1,0,0,0,0,no,,database；network,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/CustomerFollowUpTimelineApiRoute.test.ts,test,followup,140,no,3,3,2,1,1,0,0,0,0,no,,database；network,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/CustomerImportApiRoute.test.ts,test,customer,344,no,4,4,1,0,1,0,0,0,0,no,,database；environment；network；next_runtime,src/modules/institution/customer/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/CustomerImportBoundary.test.ts,test,customer,183,no,2,2,1,1,0,0,0,0,0,no,,,src/modules/institution/customer/index.ts,no,not_domain_or_contract
src/modules/institution/tests/CustomerImportDomain.test.ts,test,customer,193,no,4,3,3,3,0,0,0,0,0,no,,environment,src/modules/institution/customer/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/CustomerTimelineApiRoutes.test.ts,test,customer,126,no,3,3,2,1,1,0,0,0,0,no,,database；network,src/modules/institution/customer/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/CustomerTimelineDomain.test.ts,test,customer,394,no,6,2,5,5,0,0,0,0,0,no,,environment,src/modules/institution/customer/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/CustomerTimelineDrawer.test.tsx,test,customer,234,no,4,3,2,2,0,0,0,0,0,no,,environment,src/modules/institution/customer/index.ts,no,not_plain_ts；not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/DashboardStatsLegacyApiRoute.test.ts,test,dashboard,186,no,6,5,3,0,3,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/dashboard/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/EntitlementUsageView.test.ts,test,entitlement,348,no,2,2,1,1,0,0,0,0,0,no,,,src/modules/institution/entitlement/index.ts,no,not_domain_or_contract
src/modules/institution/tests/FollowUpContactSafetyDomain.test.ts,test,followup,161,no,2,2,1,1,0,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
src/modules/institution/tests/FollowUpCustomerTimelineDomain.test.ts,test,followup,154,no,5,3,4,3,1,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/FollowUpMessageDeliveryDomain.test.ts,test,followup,589,no,5,4,4,4,0,0,0,0,0,no,,environment；external_channel,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts,test,followup,333,no,9,9,6,0,6,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/FollowUpMessageDraftDomain.test.ts,test,followup,221,no,3,2,2,2,0,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
src/modules/institution/tests/FollowUpMessageDraftService.test.ts,test,followup,483,no,6,2,5,3,2,0,0,0,0,no,,environment,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/FollowUpOperationsDashboardApiRoutes.test.ts,test,followup,182,no,8,8,3,2,1,0,0,0,0,no,,database；network；react；next_runtime,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/FollowUpOperationsDashboardDomain.test.ts,test,followup,465,no,4,4,3,3,0,0,0,0,0,no,,environment,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/FollowUpOperationsDashboardRepository.test.ts,test,followup,143,no,4,3,3,1,2,0,0,0,0,no,,database,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/FollowUpPathAnalysis.test.ts,test,followup,395,no,4,4,1,1,0,0,0,0,0,no,,network,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token
src/modules/institution/tests/FollowUpPathAnalysisApiRoutes.test.ts,test,followup,131,no,4,4,1,0,1,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts,test,followup,593,no,7,7,4,0,4,0,0,0,0,no,,database；network,src/modules/institution/followup/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/FollowUpPathEnrollmentDomain.test.ts,test,followup,238,no,3,2,2,2,0,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract
src/modules/institution/tests/FollowUpPathEnrollmentService.test.ts,test,followup,306,no,5,2,4,3,1,0,0,0,0,no,,,src/modules/institution/followup/index.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/institution/tests/HisConnectionApiRoutes.test.ts,test,his,202,no,8,8,5,0,5,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts,test,his,275,no,7,7,4,0,4,0,0,0,0,no,,database；network；next_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionCredentialCompensationJobQueueRepository.test.ts,test,his,909,no,5,4,3,1,2,0,0,0,0,no,,database；environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionCredentialCompensationOperationRepository.test.ts,test,his,911,no,5,4,3,1,2,0,0,0,0,no,,database；environment；browser_runtime,src/modules/institution/his/index.ts,no,not_domain_or_contract；runtime_boundary_token；cross_module_outbound
src/modules/institution/tests/HisConnectionCredentialCompensationRetryPolicy.test.ts,test,his,351,no,2,2,1,1,0,0,0,0,0,no,,,src/modules/institution/his/index.ts,no,not_domain_or_contract
