source_path,target_path,specifier,import_kind,scope,source_module,target_module,source_role,target_role,source_owner,target_owner,reverse_dependency,cycle_edge,risk
src/modules/institution/tests/WeComCustomerMappingApiRoute.test.ts,,node:fs,runtime,external_package,institution,node:fs,test,external_package,wecom,,no,no,low
src/modules/institution/tests/WeComCustomerMappingApiRoute.test.ts,,node:path,runtime,external_package,institution,node:path,test,external_package,wecom,,no,no,low
src/modules/institution/tests/WeComCustomerMappingApiRoute.test.ts,,vitest,runtime,external_package,institution,vitest,test,external_package,wecom,,no,no,low
src/modules/institution/tests/WeComCustomerMappingApiRoute.test.ts,src/app/api/institution/wecom-customer-mapping/route.ts,@/app/api/institution/wecom-customer-mapping/route,runtime,cross_module_internal,institution,app,test,other,wecom,wecom,no,no,medium
src/modules/institution/tests/WeComCustomerMappingCandidatesApiRoute.test.ts,,node:fs,runtime,external_package,institution,node:fs,test,external_package,wecom,,no,no,low
src/modules/institution/tests/WeComCustomerMappingCandidatesApiRoute.test.ts,,node:path,runtime,external_package,institution,node:path,test,external_package,wecom,,no,no,low
src/modules/institution/tests/WeComCustomerMappingCandidatesApiRoute.test.ts,,vitest,runtime,external_package,institution,vitest,test,external_package,wecom,,no,no,low
src/modules/institution/tests/WeComCustomerMappingCandidatesApiRoute.test.ts,src/app/api/institution/wecom/customer-mapping-candidates/handler.ts,@/app/api/institution/wecom/customer-mapping-candidates/handler,runtime,cross_module_internal,institution,app,test,other,wecom,wecom,no,no,medium
src/modules/institution/tests/WeComCustomerMappingCandidatesApiRoute.test.ts,src/app/api/institution/wecom/customer-mapping-candidates/route.ts,@/app/api/institution/wecom/customer-mapping-candidates/route,runtime,cross_module_internal,institution,app,test,other,wecom,wecom,no,no,medium
src/modules/institution/tests/WeComCustomerMappingCandidatesApiRoute.test.ts,src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/handler.ts,@/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/handler,runtime,cross_module_internal,institution,app,test,other,wecom,wecom,no,no,medium
