source,target,import_specifier,edge_scope,source_role,target_role,reverse_dependency,cycle_edge
src/modules/institution/server/institution-knowledge-vector-search-service.ts,src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,@/modules/open-platform/server/platform-knowledge-embedding-vector-search-service,cross_module_inbound,server_service,server_service,no,no
src/modules/institution/server/institution-knowledge-write-repository.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,cross_module_inbound,server_repository,server_repository,no,no
src/modules/institution/server/tenant-quota-enforcement.ts,src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,@/modules/open-platform/server/platform-knowledge-indexing-job-service,cross_module_inbound,server_service,server_service,no,no
src/modules/institution/tests/InstitutionAiModelsRoute.test.ts,src/modules/open-platform/server/vendorProviderConfigRepository.ts,@/modules/open-platform/server/vendorProviderConfigRepository,cross_module_inbound,test,server_repository,no,no
src/modules/institution/tests/InstitutionKnowledgeKeywordSearchService.test.ts,src/modules/open-platform/server/platform-knowledge-keyword-search-service.ts,@/modules/open-platform/server/platform-knowledge-keyword-search-service,cross_module_inbound,test,server_service,no,no
src/modules/institution/tests/InstitutionKnowledgeKeywordSearchService.test.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,cross_module_inbound,test,server_repository,no,no
src/modules/institution/tests/InstitutionKnowledgeManagementReadonlyService.test.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,cross_module_inbound,test,server_repository,no,no
src/modules/institution/tests/InstitutionKnowledgeRagAnswerService.test.ts,src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,@/modules/open-platform/server/platform-knowledge-embedding-vector-search-service,cross_module_inbound,test,server_service,no,no
src/modules/institution/tests/InstitutionKnowledgeRagAnswerService.test.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,cross_module_inbound,test,server_repository,no,no
src/modules/institution/tests/InstitutionKnowledgeUploadService.test.ts,src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,@/modules/open-platform/server/platform-knowledge-indexing-job-service,cross_module_inbound,test,server_service,no,no
src/modules/institution/tests/KnowledgeAiReadinessE2EAcceptance.test.ts,src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,@/modules/open-platform/server/platform-knowledge-embedding-vector-search-service,cross_module_inbound,test,server_service,no,no
src/modules/institution/tests/KnowledgeAiReadinessE2EAcceptance.test.ts,src/modules/open-platform/server/platform-knowledge-keyword-search-service.ts,@/modules/open-platform/server/platform-knowledge-keyword-search-service,cross_module_inbound,test,server_service,no,no
src/modules/institution/tests/KnowledgeAiReadinessE2EAcceptance.test.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,cross_module_inbound,test,server_repository,no,no
src/modules/institution/tests/KnowledgeAiReadinessE2EAcceptance.test.ts,src/modules/open-platform/server/platform-knowledge-production-governance-policy.ts,@/modules/open-platform/server/platform-knowledge-production-governance-policy,cross_module_inbound,test,server_service,no,no
src/modules/institution/tests/KnowledgeAiReadinessE2EAcceptance.test.ts,src/modules/open-platform/server/platform-knowledge-qa-service.ts,@/modules/open-platform/server/platform-knowledge-qa-service,cross_module_inbound,test,server_service,no,no
src/modules/institution/tests/KnowledgeManagementPlatformInstitutionE2EAcceptance.test.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,cross_module_inbound,test,server_repository,no,no
src/modules/institution/tests/KnowledgeManagementPlatformInstitutionE2EAcceptance.test.ts,src/modules/open-platform/server/platform-knowledge-management-service.ts,@/modules/open-platform/server/platform-knowledge-management-service,cross_module_inbound,test,server_service,no,no
src/modules/marketing/tests/MarketingPage.test.tsx,src/modules/open-platform/server/homepage-brand-service.ts,@/modules/open-platform/server/homepage-brand-service,cross_module_inbound,test,server_service,no,no
src/modules/open-platform/client/platform-plan-catalog-client.ts,src/modules/open-platform/domain/plan-catalog.ts,@/modules/open-platform/domain/plan-catalog,internal,client,domain,no,no
src/modules/open-platform/client/platform-tenant-management-client.ts,src/modules/audit/client/open-platform-audit-events-client.ts,@/modules/audit/client/open-platform-audit-events-client,cross_module_outbound,client,client,no,no
src/modules/open-platform/client/platform-tenant-management-client.ts,src/modules/open-platform/domain/platform-commercial-health.ts,@/modules/open-platform/domain/platform-commercial-health,internal,client,domain,no,no
src/modules/open-platform/client/platform-tenant-management-client.ts,src/modules/open-platform/domain/tenant-commercial-records.ts,@/modules/open-platform/domain/tenant-commercial-records,internal,client,domain,no,no
src/modules/open-platform/client/platform-tenant-management-client.ts,src/modules/open-platform/domain/tenant-management.ts,@/modules/open-platform/domain/tenant-management,internal,client,domain,no,no
src/modules/open-platform/client/platform-tenant-management-client.ts,src/modules/open-platform/domain/tenant-plan-binding.ts,@/modules/open-platform/domain/tenant-plan-binding,internal,client,domain,no,no
src/modules/open-platform/client/platform-tenant-management-client.ts,src/modules/open-platform/domain/tenant-plan-change.ts,@/modules/open-platform/domain/tenant-plan-change,internal,client,domain,no,no
src/modules/open-platform/components/AiQuotaBoundaryPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/AiQuotaBoundaryPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/CommercialBoundaryPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/CommercialBoundaryPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/HomepageBrandPanel.tsx,src/modules/marketing/components/MarketingHome.tsx,@/modules/marketing/components/MarketingHome,cross_module_outbound,component,component,no,no
src/modules/open-platform/components/HomepageBrandPanel.tsx,src/modules/marketing/domain/homepageBrandConfig.ts,@/modules/marketing/domain/homepageBrandConfig,cross_module_outbound,component,domain,no,no
src/modules/open-platform/components/HomepageBrandPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/HomepageBrandPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/KnowledgeFileCard.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/KnowledgeMetricCard.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/KnowledgeSignalCard.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/KnowledgeTenantRow.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenConnectionRoadmapPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenConnectionRoadmapPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenPlatformAiCreditMeteringRulesPanel.tsx,src/modules/open-platform/client/platform-ai-credit-metering-rules-client.ts,@/modules/open-platform/client/platform-ai-credit-metering-rules-client,internal,component,client,no,no
src/modules/open-platform/components/OpenPlatformAiCreditMeteringRulesPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformAiCreditMeteringRulesPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,src/modules/open-platform/domain/vendor-catalog.ts,@/modules/open-platform/domain/vendor-catalog,internal,component,domain,no,no
src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,src/modules/open-platform/mock/platformAiModelConfig.ts,@/modules/open-platform/mock/platformAiModelConfig,internal,component,other,no,no
src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,src/modules/open-platform/server/platformAiModelConfigPersistenceTypes.ts,@/modules/open-platform/server/platformAiModelConfigPersistenceTypes,internal,component,server_service,no,no
src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenPlatformAiReadonlyPanel.tsx,src/modules/open-platform/client/platform-ai-usage-credits-client.ts,@/modules/open-platform/client/platform-ai-usage-credits-client,internal,component,client,no,no
src/modules/open-platform/components/OpenPlatformAiReadonlyPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformAiReadonlyPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenPlatformAuditEventsPanel.tsx,src/modules/audit/client/open-platform-audit-events-client.ts,@/modules/audit/client/open-platform-audit-events-client,cross_module_outbound,component,client,no,no
src/modules/open-platform/components/OpenPlatformAuditEventsPanel.tsx,src/modules/audit/domain/audit-event-query.ts,@/modules/audit/domain/audit-event-query,cross_module_outbound,component,domain,no,no
src/modules/open-platform/components/OpenPlatformAuditEventsPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformAuditEventsPanel.tsx,src/modules/security/domain/access-control.ts,@/modules/security/domain/access-control,cross_module_outbound,component,domain,no,no
src/modules/open-platform/components/OpenPlatformGovernancePanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformGovernancePanel.tsx,src/modules/open-platform/domain/governance.ts,@/modules/open-platform/domain/governance,internal,component,domain,no,no
src/modules/open-platform/components/OpenPlatformGovernancePanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/modules/open-platform/components/KnowledgeFileCard.tsx,@/modules/open-platform/components/KnowledgeFileCard,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/modules/open-platform/components/KnowledgeMetricCard.tsx,@/modules/open-platform/components/KnowledgeMetricCard,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/modules/open-platform/components/KnowledgeSignalCard.tsx,@/modules/open-platform/components/KnowledgeSignalCard,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/modules/open-platform/components/KnowledgeTenantRow.tsx,@/modules/open-platform/components/KnowledgeTenantRow,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/modules/open-platform/lib/platformKnowledgeManagementViewLoader.ts,@/modules/open-platform/lib/platformKnowledgeManagementViewLoader,internal,component,other,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,src/shared/utils/tar.ts,@/shared/utils/tar,project_outbound,component,other,no,no
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,src/modules/open-platform/client/platform-tenant-management-client.ts,@/modules/open-platform/client/platform-tenant-management-client,internal,component,client,no,no
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,src/modules/open-platform/domain/tenant-commercial-records.ts,@/modules/open-platform/domain/tenant-commercial-records,internal,component,domain,no,no
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,src/modules/open-platform/domain/tenant-management-view.ts,@/modules/open-platform/domain/tenant-management-view,internal,component,domain,no,no
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,src/modules/open-platform/domain/tenant-plan-binding.ts,@/modules/open-platform/domain/tenant-plan-binding,internal,component,domain,no,no
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,src/modules/open-platform/domain/tenant-plan-change.ts,@/modules/open-platform/domain/tenant-plan-change,internal,component,domain,no,no
src/modules/open-platform/components/OpenPlatformTenantManagementPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/PlatformSectionBanner.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/ProductPlanPanel.tsx,src/modules/open-platform/client/platform-plan-catalog-client.ts,@/modules/open-platform/client/platform-plan-catalog-client,internal,component,client,no,no
src/modules/open-platform/components/ProductPlanPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/ProductPlanPanel.tsx,src/modules/open-platform/domain/plan-catalog.ts,@/modules/open-platform/domain/plan-catalog,internal,component,domain,no,no
src/modules/open-platform/components/ProductPlanPanel.tsx,src/shared/utils/cn.ts,@/shared/utils/cn,project_outbound,component,other,no,no
src/modules/open-platform/components/TrialDataResetPanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/WeComCustomerDataGovernancePanel.tsx,src/modules/open-platform/components/PlatformSectionBanner.tsx,@/modules/open-platform/components/PlatformSectionBanner,internal,component,component,no,no
src/modules/open-platform/components/WeComCustomerDataGovernancePanel.tsx,src/modules/open-platform/domain/wecom-customer-data-governance.ts,@/modules/open-platform/domain/wecom-customer-data-governance,internal,component,domain,no,no
src/modules/open-platform/domain/platform-commercial-health.ts,src/modules/audit/domain/audit-event-query.ts,@/modules/audit/domain/audit-event-query,cross_module_outbound,domain,domain,no,no
src/modules/open-platform/domain/platform-commercial-health.ts,src/modules/open-platform/domain/tenant-management.ts,@/modules/open-platform/domain/tenant-management,internal,domain,domain,no,no
src/modules/open-platform/domain/tenant-management-view.ts,src/modules/open-platform/domain/tenant-management.ts,@/modules/open-platform/domain/tenant-management,internal,domain,domain,no,no
src/modules/open-platform/domain/tenant-plan-change.ts,src/modules/open-platform/domain/tenant-plan-binding.ts,@/modules/open-platform/domain/tenant-plan-binding,internal,domain,domain,no,no
src/modules/open-platform/domain/wecom-customer-data-governance.ts,src/modules/institution/domain/wecom-external-contact-readonly.ts,@/modules/institution/domain/wecom-external-contact-readonly,cross_module_outbound,domain,domain,no,no
src/modules/open-platform/lib/platformAiReadonlyViewLoader.ts,src/modules/open-platform/server/platformAiReadonlyApiContract.ts,@/modules/open-platform/server/platformAiReadonlyApiContract,internal,other,server_service,no,no
src/modules/open-platform/lib/platformKnowledgeManagementViewLoader.ts,src/modules/open-platform/server/platformKnowledgeManagementApiContract.ts,@/modules/open-platform/server/platformKnowledgeManagementApiContract,internal,other,server_service,no,no
src/modules/open-platform/mock/platformAiReadonly.ts,src/modules/open-platform/mock/platformAiModelRegistry.ts,@/modules/open-platform/mock/platformAiModelRegistry,internal,other,other,no,no
src/modules/open-platform/mock/platformAiReadonly.ts,src/modules/open-platform/mock/platformAiUsageCost.ts,@/modules/open-platform/mock/platformAiUsageCost,internal,other,other,no,no
src/modules/open-platform/server/ai-credit-metering-rules-management.ts,src/server/db/client.ts,@/server/db/client,project_outbound,server_service,server_service,no,no
src/modules/open-platform/server/ai-credit-metering-rules-management.ts,src/server/db/schema.ts,@/server/db/schema,project_outbound,server_service,server_service,no,no
src/modules/open-platform/server/ai-usage-credits.ts,src/modules/open-platform/mock/platformAiModelConfig.ts,@/modules/open-platform/mock/platformAiModelConfig,internal,server_service,other,no,no
src/modules/open-platform/server/ai-usage-credits.ts,src/server/db/client.ts,@/server/db/client,project_outbound,server_service,server_service,no,no
src/modules/open-platform/server/ai-usage-credits.ts,src/server/db/schema.ts,@/server/db/schema,project_outbound,server_service,server_service,no,no
src/modules/open-platform/server/homepage-brand-asset-storage.ts,src/modules/open-platform/server/homepage-brand-service.ts,./homepage-brand-service,internal,server_repository,server_service,yes,no
src/modules/open-platform/server/homepage-brand-local-repository.ts,src/modules/marketing/domain/homepageBrandConfig.ts,@/modules/marketing/domain/homepageBrandConfig,cross_module_outbound,server_repository,domain,no,no
src/modules/open-platform/server/homepage-brand-local-repository.ts,src/modules/open-platform/server/homepage-brand-service.ts,./homepage-brand-service,internal,server_repository,server_service,yes,no
src/modules/open-platform/server/homepage-brand-repository.ts,src/modules/marketing/domain/homepageBrandConfig.ts,@/modules/marketing/domain/homepageBrandConfig,cross_module_outbound,server_repository,domain,no,no
src/modules/open-platform/server/homepage-brand-repository.ts,src/modules/open-platform/server/homepage-brand-service.ts,./homepage-brand-service,internal,server_repository,server_service,yes,no
src/modules/open-platform/server/homepage-brand-repository.ts,src/server/db/client.ts,@/server/db/client,project_outbound,server_repository,server_service,no,no
src/modules/open-platform/server/homepage-brand-repository.ts,src/server/db/schema.ts,@/server/db/schema,project_outbound,server_repository,server_service,no,no
src/modules/open-platform/server/homepage-brand-service.ts,src/modules/marketing/domain/homepageBrandConfig.ts,@/modules/marketing/domain/homepageBrandConfig,cross_module_outbound,server_service,domain,no,no
src/modules/open-platform/server/package-ai-quota-readonly.ts,src/modules/institution/domain/package-ai-quota-contract.ts,@/modules/institution/domain/package-ai-quota-contract,cross_module_outbound,server_service,domain,no,no
src/modules/open-platform/server/plan-catalog-repository.ts,src/modules/open-platform/domain/plan-catalog.ts,@/modules/open-platform/domain/plan-catalog,internal,server_repository,domain,no,no
src/modules/open-platform/server/plan-catalog-repository.ts,src/server/db/client.ts,@/server/db/client,project_outbound,server_repository,server_service,no,no
src/modules/open-platform/server/plan-catalog-repository.ts,src/server/db/schema.ts,@/server/db/schema,project_outbound,server_repository,server_service,no,no
src/modules/open-platform/server/plan-catalog-service.ts,src/modules/open-platform/domain/plan-catalog.ts,@/modules/open-platform/domain/plan-catalog,internal,server_service,domain,no,no
src/modules/open-platform/server/plan-catalog-service.ts,src/modules/open-platform/server/plan-catalog-repository.ts,./plan-catalog-repository,internal,server_service,server_repository,no,no
src/modules/open-platform/server/platform-knowledge-ai-provider-adapter.ts,src/modules/open-platform/server/platform-knowledge-qa-service.ts,@/modules/open-platform/server/platform-knowledge-qa-service,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,src/modules/institution/server/knowledge-quota-usage-service.ts,@/modules/institution/server/knowledge-quota-usage-service,cross_module_outbound,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,src/modules/institution/server/tenant-quota-enforcement.ts,@/modules/institution/server/tenant-quota-enforcement,cross_module_outbound,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,src/modules/knowledge-base/server/v1-knowledge-base-upload-parse-chunk-runtime.ts,@/modules/knowledge-base/server/v1-knowledge-base-upload-parse-chunk-runtime,cross_module_outbound,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,src/modules/open-platform/server/platform-knowledge-file-management-service.ts,@/modules/open-platform/server/platform-knowledge-file-management-service,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,internal,server_service,server_repository,no,yes
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,src/modules/open-platform/server/platform-knowledge-ocr-provider.ts,@/modules/open-platform/server/platform-knowledge-ocr-provider,internal,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,src/server/db/client.ts,@/server/db/client,project_outbound,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,src/modules/open-platform/server/platform-knowledge-file-management-service.ts,@/modules/open-platform/server/platform-knowledge-file-management-service,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,internal,server_service,server_repository,no,yes
src/modules/open-platform/server/platform-knowledge-file-management-service.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,internal,server_service,server_repository,no,yes
src/modules/open-platform/server/platform-knowledge-file-management-service.ts,src/modules/open-platform/server/platformKnowledgeManagementApiContract.ts,@/modules/open-platform/server/platformKnowledgeManagementApiContract,internal,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-file-storage.ts,src/modules/open-platform/server/platform-knowledge-file-management-service.ts,./platform-knowledge-file-management-service,internal,server_repository,server_service,yes,no
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/institution/domain/quota-enforcement.ts,@/modules/institution/domain/quota-enforcement,cross_module_outbound,server_service,domain,no,no
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/institution/server/knowledge-quota-usage-service.ts,@/modules/institution/server/knowledge-quota-usage-service,cross_module_outbound,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/institution/server/tenant-quota-enforcement.ts,@/modules/institution/server/tenant-quota-enforcement,cross_module_outbound,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,@/modules/open-platform/server/platform-knowledge-document-parsing-service,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,@/modules/open-platform/server/platform-knowledge-embedding-vector-search-service,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/open-platform/server/platform-knowledge-file-management-service.ts,@/modules/open-platform/server/platform-knowledge-file-management-service,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,internal,server_service,server_repository,no,yes
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/modules/open-platform/server/platform-knowledge-ocr-provider.ts,@/modules/open-platform/server/platform-knowledge-ocr-provider,internal,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,src/server/db/client.ts,@/server/db/client,project_outbound,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-keyword-search-service.ts,src/modules/open-platform/server/platform-knowledge-file-management-service.ts,@/modules/open-platform/server/platform-knowledge-file-management-service,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-keyword-search-service.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,internal,server_service,server_repository,no,yes
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/knowledge-base/domain/v1-knowledge-base-runtime-foundation-api-contract.ts,@/modules/knowledge-base/domain/v1-knowledge-base-runtime-foundation-api-contract,cross_module_outbound,server_repository,domain,no,no
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,./platform-knowledge-document-parsing-service,internal,server_repository,server_service,yes,yes
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,./platform-knowledge-embedding-vector-search-service,internal,server_repository,server_service,yes,yes
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/open-platform/server/platform-knowledge-file-management-service.ts,./platform-knowledge-file-management-service,internal,server_repository,server_service,yes,yes
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,./platform-knowledge-indexing-job-service,internal,server_repository,server_service,yes,yes
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/open-platform/server/platform-knowledge-keyword-search-service.ts,./platform-knowledge-keyword-search-service,internal,server_repository,server_service,yes,yes
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/open-platform/server/platform-knowledge-qa-service.ts,./platform-knowledge-qa-service,internal,server_repository,server_service,yes,yes
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/modules/open-platform/server/platformKnowledgeManagementApiContract.ts,./platformKnowledgeManagementApiContract,internal,server_repository,server_service,yes,no
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/server/db/client.ts,@/server/db/client,project_outbound,server_repository,server_service,no,no
src/modules/open-platform/server/platform-knowledge-management-repository.ts,src/server/db/schema.ts,@/server/db/schema,project_outbound,server_repository,server_service,no,no
src/modules/open-platform/server/platform-knowledge-management-service.ts,src/modules/audit/domain/audit-events.ts,@/modules/audit/domain/audit-events,cross_module_outbound,server_service,domain,no,no
src/modules/open-platform/server/platform-knowledge-management-service.ts,src/modules/knowledge-base/domain/v1-knowledge-base-runtime-foundation-api-contract.ts,@/modules/knowledge-base/domain/v1-knowledge-base-runtime-foundation-api-contract,cross_module_outbound,server_service,domain,no,no
src/modules/open-platform/server/platform-knowledge-management-service.ts,src/modules/open-platform/mock/platformKnowledge.ts,@/modules/open-platform/mock/platformKnowledge,internal,server_service,other,no,no
src/modules/open-platform/server/platform-knowledge-management-service.ts,src/modules/open-platform/server/platform-knowledge-management-repository.ts,@/modules/open-platform/server/platform-knowledge-management-repository,internal,server_service,server_repository,no,no
src/modules/open-platform/server/platform-knowledge-management-service.ts,src/modules/open-platform/server/platform-knowledge-qa-service.ts,@/modules/open-platform/server/platform-knowledge-qa-service,internal,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-management-service.ts,src/modules/open-platform/server/platformKnowledgeManagementApiContract.ts,@/modules/open-platform/server/platformKnowledgeManagementApiContract,internal,server_service,server_service,no,no
src/modules/open-platform/server/platform-knowledge-management-service.ts,src/modules/security/domain/access-control.ts,@/modules/security/domain/access-control,cross_module_outbound,server_service,domain,no,no
src/modules/open-platform/server/platform-knowledge-production-governance-policy.ts,src/modules/knowledge-base/domain/v1-knowledge-base-controlled-trial-readiness.ts,@/modules/knowledge-base/domain/v1-knowledge-base-controlled-trial-readiness,cross_module_outbound,server_service,domain,no,no
src/modules/open-platform/server/platform-knowledge-qa-service.ts,src/modules/open-platform/server/platform-knowledge-ai-provider-adapter.ts,@/modules/open-platform/server/platform-knowledge-ai-provider-adapter,internal,server_service,server_service,no,yes
src/modules/open-platform/server/platform-knowledge-qa-service.ts,src/modules/open-platform/server/platform-knowledge-ai-readiness-evaluation.ts,@/modules/open-platform/server/platform-knowledge-ai-readiness-evaluation,internal,server_service,server_service,no,no
